applicability_domain_status,compound_count,mean_similarity,median_similarity,mean_absolute_error,median_absolute_error,maximum_absolute_error,mean_residual
in_domain,148,0.6032124172421781,0.5905365126676603,0.36682313623863294,0.2500939273834228,2.056356821060181,0.013548194407611265
out_of_domain,64,0.2979593990540046,0.3076923076923077,0.5521443205699325,0.46474555969238274,2.4877481269836426,-0.14858799263834951
