model_name,best_feature_group,feature_count,mae,rmse,r2
xgboost,combined,2050,0.42276915414996863,0.5713254350307508,0.8495063205543341
catboost,descriptors_logkow,205,0.43357195979019986,0.5656178721885773,0.8524981763273569
random_forest,descriptors_logkow,205,0.4668813820754723,0.6039979234631814,0.8318015328809346
ridge_regression,descriptors_only,204,0.7704609681172163,2.091256834063229,-1.0163498575839869
linear_regression,logkow_only,1,0.7809138442491138,1.0209511965923768,0.5194250743346424
